requirement_id,section,source_digest,modal,work_packages,test_or_gate,artifact,owner,feature,heading,statement
REQ-13.3-36448d3b-be71bdfeb5c05346,13.3,be71bdfeb5c05346c7ce8e6af0369018a1bf72ea6aa3ae1bde66b904f318c604,MUST,WP-01;WP-07;WP-11,security/privacy gates in WP-07/WP-11/WP-12,docs/security/privacy-and-threat-model.md; docs/security/encrypted-sync-protocol.md,security,NA,13.3 安全要求,卸载默认不删除用户原生配置；必须提供单独、可预览的“删除 Contexpect 数据/keys/cache/backups”流程，并列出无法召回的外部 Receipt、系统备份和远端 bundle。
REQ-13.4-c7053e64-721fe28782b14e00,13.4,721fe28782b14e00b5d89e7031be6f803cc31bb5f402f7da43ddeaaeed56aa0b,MUST,WP-01;WP-07;WP-11,security/privacy gates in WP-07/WP-11/WP-12,docs/security/privacy-and-threat-model.md; docs/security/encrypted-sync-protocol.md,security,NA,13.4 Signed Receipt 安全合同,签名覆盖 canonical receipt envelope：schema、coordinate、claim/evidence digest、unknown、redaction policy、附件 manifest、parent receipt digest、signer id 和签名时间。未覆盖字段必须被 schema 明确列为 display-only。
REQ-13.4-c7053e64-2cf6b97575f27c54,13.4,2cf6b97575f27c54af8104d3c0b49a250bcb0f51a35392cd5bb5404db6010612,MUST,WP-01;WP-07;WP-11,security/privacy gates in WP-07/WP-11/WP-12,docs/security/privacy-and-threat-model.md; docs/security/encrypted-sync-protocol.md,security,NA,13.4 Signed Receipt 安全合同,verification 必须区分：`trusted-valid`、`valid-untrusted-signer`、`revoked-signer`、`invalid`、`attachment-deleted`、`unsupported-schema`。
REQ-13.4-c7053e64-4233f0e894fa9565,13.4,4233f0e894fa9565c62193aa75f0bb75f3fa743fe6134dd99ac1149504ad15cf,MUST-NOT,WP-01;WP-07;WP-11,security/privacy gates in WP-07/WP-11/WP-12,docs/security/privacy-and-threat-model.md; docs/security/encrypted-sync-protocol.md,security,NA,13.4 Signed Receipt 安全合同,trust policy 和本地 denylist 版本化；撤销不能让历史签名“消失”。`signed_at` 默认只是未受信本机时间，不能单独证明签名发生在撤销前；只有 SignerAdapter 提供可信 timestamp attestation 时才显示可验证时间结论。
REQ-13.5-34833f51-e19a9eea6c9e076d,13.5,e19a9eea6c9e076ddf5342af9973764c2d9e728f7343cd62631558c51ddf94e7,MUST,WP-01;WP-07;WP-11,security/privacy gates in WP-07/WP-11/WP-12,docs/security/privacy-and-threat-model.md; docs/security/encrypted-sync-protocol.md,security,NA,13.5 E2EE Sync 安全合同,每台设备保存最近接受的 signed head 和单调 generation。旧 generation、父链断裂、未知/不可信 signer 或已从 recipient set 移除的写入必须拒绝或进入冲突态。
REQ-13.5-34833f51-f6382f68c6f99ad9,13.5,f6382f68c6f99ad97d465e6f570665dfc1c08369e27656dd259ffde05362a4c5,MUST-AND-MUST-NOT,WP-01;WP-07;WP-11,security/privacy gates in WP-07/WP-11/WP-12,docs/security/privacy-and-threat-model.md; docs/security/encrypted-sync-protocol.md,security,NA,13.5 E2EE Sync 安全合同,无透明日志时不承诺全局阻止服务器 equivocation；当同一父节点的不同 signed heads 被同一设备或设备间同步观察到时，必须检测分叉并显示，禁止静默选择。
REQ-13.5-34833f51-694f1cf8b6c2a66a,13.5,694f1cf8b6c2a66a67ddb9945c7829b5b579b194460945b203809bced7724515,MUST-NOT,WP-01;WP-07;WP-11,security/privacy gates in WP-07/WP-11/WP-12,docs/security/privacy-and-threat-model.md; docs/security/encrypted-sync-protocol.md,security,NA,13.5 E2EE Sync 安全合同,移除 recipient 后轮换后续 bundle key；被移除设备不能解密未来 bundle。已经下载过的历史数据不能被收回，产品不得声称可远程擦除。
REQ-13.5-34833f51-415067163699240d,13.5,415067163699240d24aa306a45539874404f7e657764cbe9031e8b9a68b785df,MUST,WP-01;WP-07;WP-11,security/privacy gates in WP-07/WP-11/WP-12,docs/security/privacy-and-threat-model.md; docs/security/encrypted-sync-protocol.md,security,NA,13.5 E2EE Sync 安全合同,新 recipient 默认只能解密加入后的 bundle；历史 re-encrypt 必须显式选择。密钥备份和恢复由用户选择的 age/SOPS/secret manager 机制负责；丢失全部 recipient key 可能永久失去数据，UI 必须预警。
REQ-13.6-ff015e40-0f5fa5d2ea9ab7b5,13.6,0f5fa5d2ea9ab7b55ec88a4f2feff7d90d542200903e50cbae28ad9dc9f408a4,MUST-AND-MUST-NOT,WP-01;WP-07;WP-11,security/privacy gates in WP-07/WP-11/WP-12,docs/security/privacy-and-threat-model.md; docs/security/encrypted-sync-protocol.md,security,NA,13.6 Egress 与 Corpus 治理,fixture/corpus 中的厂商文档、真实会话和第三方配置必须记录来源、许可、允许的再分发方式、脱敏状态和 content digest；不能公开再分发的样本只保存本地生成 recipe 或 metadata。
REQ-13.6-ff015e40-4e3b166834a7f053,13.6,4e3b166834a7f053b9b983bc516fe9153d0f28fc6fce5042435c1b70f26de835,MUST-NOT,WP-01;WP-07;WP-11,security/privacy gates in WP-07/WP-11/WP-12,docs/security/privacy-and-threat-model.md; docs/security/encrypted-sync-protocol.md,security,NA,13.6 Egress 与 Corpus 治理,corpus 分为三套且 case id 不重叠：日常开发可见的 `development corpus`；由独立维护者生成并密封、直到 release candidate 冻结后才交给 gate runner 的 `sealed conformance corpus`；发布时从真实 anchor harness 临时采集、只保存脱敏 evidence/recipe 的 `live native-oracle cases`。实现代码不能根据 sealed/live 答案写特判。
REQ-13.6-ff015e40-c0f4a326dc9e844d,13.6,c0f4a326dc9e844d07173af9e2b5354a84b3c244e1ac00f5910463953e06cbd5,MUST-NOT,WP-01;WP-07;WP-11,security/privacy gates in WP-07/WP-11/WP-12,docs/security/privacy-and-threat-model.md; docs/security/encrypted-sync-protocol.md,security,NA,13.6 Egress 与 Corpus 治理,gate 报告分别列三套结果，不用 development corpus 的高分代替 sealed/live。任何 security-critical、secret、path containment、Unknown 假绿或 CI exit `2` case 在 sealed/live 上出现已知错误都不得发布。
REQ-13.7-c4922c96-839cf962db3000c3,13.7,839cf962db3000c3f8f2046da2b2b076acebaac759097bd68408f31cd5d6c737,MUST-NOT,WP-01;WP-07;WP-11,security/privacy gates in WP-07/WP-11/WP-12,docs/security/privacy-and-threat-model.md; docs/security/encrypted-sync-protocol.md,security,NA,13.7 不可信内容与 WebView 边界,Tauri bridge/本地 API 使用显式 command allowlist、结构化参数、路径重新解析和能力检查；不可信正文不能拼接 command 名、shell、文件路径或任意 URL。
REQ-13.7-c4922c96-f9e553c5a728f13c,13.7,f9e553c5a728f13c4c7f2e4e7557a727fb3138ec9f05e78a25bd74887d143f46,MUST-NOT,WP-01;WP-07;WP-11,security/privacy gates in WP-07/WP-11/WP-12,docs/security/privacy-and-threat-model.md; docs/security/encrypted-sync-protocol.md,security,NA,13.7 不可信内容与 WebView 边界,WebView 禁止任意导航和新窗口。外链只允许 `https` allowlist，经域名/重定向重验和用户确认后交给系统浏览器。
REQ-13.7-c4922c96-41d4ed83a405f61e,13.7,41d4ed83a405f61e63a26fe37940f505d7023d8afd6f711480198362522ee17e,MUST,WP-01;WP-07;WP-11,security/privacy gates in WP-07/WP-11/WP-12,docs/security/privacy-and-threat-model.md; docs/security/encrypted-sync-protocol.md,security,NA,13.7 不可信内容与 WebView 边界,`ctxpect://`/IDE deep link 必须有 versioned schema、长度/数量上限、严格 URL decode、project/receipt id 授权和 replay-safe nonce。未认证 link 最多打开只读页面；mutation、secret reveal、sync、LLM send 必须在本地 UI 二次确认。
REQ-13.7-c4922c96-19ef9c96f3a87592,13.7,19ef9c96f3a875925c07dfd541260050f31de35e6b3f8414ef36a6316f76a892,MUST-AND-MUST-NOT,WP-01;WP-07;WP-11,security/privacy gates in WP-07/WP-11/WP-12,docs/security/privacy-and-threat-model.md; docs/security/encrypted-sync-protocol.md,security,NA,13.7 不可信内容与 WebView 边界,安全 corpus 必须覆盖 stored/reflected XSS、Markdown link/image、SVG、Unicode scheme、双重编码、超长 URI、路径穿越、command injection 和恶意 deep link，全部不得到达 bridge 能力。
REQ-14.1-95acb7f3-794a6523c45f9c05,14.1,794a6523c45f9c05e0e1ae7100b0eb5aca9cb08296163b94bfa91e8fc77656c2,MUST,WP-12,performance/reliability gates in WP-12,acceptance/reference-hardware.md; docs/process/test-strategy.md,acceptance,NA,14.1 正确性,所有差异必须能分类为 parser defect、version behavior、surface gap、dynamic choice 或 unknown。
REQ-14.1-95acb7f3-ea139459225db3fa,14.1,ea139459225db3fa3c8ef21f78746dda58ed0eb5cf97259b855455ccea997a8b,MUST-NOT,WP-12,performance/reliability gates in WP-12,acceptance/reference-hardware.md; docs/process/test-strategy.md,acceptance,NA,14.1 正确性,Unknown 永不自动转成 pass、zero 或 absent。
REQ-14.2-9afd24c1-3e388fe49e2a962b,14.2,3e388fe49e2a962b41f60e4db8efeea670aa97629b7ddb8734334082a4f289f7,MUST-NOT,WP-12,performance/reliability gates in WP-12,acceptance/reference-hardware.md; docs/process/test-strategy.md,acceptance,NA,14.2 性能与资源,最低参考 lane：Apple M2/16GB/NVMe/APFS、Ubuntu 24.04 VM 4 vCPU/8GB/ext4、Windows 11 4 core/16GB/NTFS；WP-01 记录精确硬件、数据集 digest、冷缓存和热缓存各 5 次结果，门禁取中位数且任何一次不得超过目标 2 倍。
REQ-14.2-9afd24c1-100f96e24d7ed0ee,14.2,100f96e24d7ed0ee12d1da10782fa077c400e8bcbd2a611ae70862c0d8e1473d,MUST,WP-12,performance/reliability gates in WP-12,acceptance/reference-hardware.md; docs/process/test-strategy.md,acceptance,NA,14.2 性能与资源,daemon 稳定后 30 分钟空闲窗口按 1 秒采样：平均 CPU <1%、P95 <3%，RSS P95 <150MB；后台 importer 必须处于 idle。超过阈值可见并可单独禁用 importer。
REQ-14.2-9afd24c1-9a960f0b1cbbd1ad,14.2,9a960f0b1cbbd1ad8f69158580652af36000dd957b401f3e1c6f95307e370ac0,MUST-NOT,WP-12,performance/reliability gates in WP-12,acceptance/reference-hardware.md; docs/process/test-strategy.md,acceptance,NA,14.2 性能与资源,大文件、历史和 archive 有明确大小/数量上限及跳过理由。当前 fs/collect 将 `MAX_READ_BYTES`（1 MiB）作为单文件保留正文的内存前缀上限，另有固定大小的流式读取/摘要缓冲；普通文件仍流式读取全文并计算全文件 SHA-256，超过前缀上限须标明保留正文已截断及实际长度，不得把前缀冒充完整正文。该阈值不是总 I/O、总 RSS 或扫描时长上限。历史导入、archive 解压与后续阶段的资源上限仍各自声明，不因本切片的全文摘要而放宽。
REQ-14.3-7723e012-4fd4213f27352c3f,14.3,4fd4213f27352c3f0b9e466e95191ad21d400fff7dd04956dbf90ab4a6da7960,MUST-NOT,WP-12,performance/reliability gates in WP-12,acceptance/reference-hardware.md; docs/process/test-strategy.md,acceptance,NA,14.3 可靠性,扫描和导入失败不得破坏现有数据库；事务回滚并保留上一个有效 snapshot。
REQ-14.3-7723e012-27625c83f881d6e6,14.3,27625c83f881d6e69df36052ff435dbd63160b7f924757ea94fd17dea03e650d,MUST,WP-12,performance/reliability gates in WP-12,acceptance/reference-hardware.md; docs/process/test-strategy.md,acceptance,NA,14.3 可靠性,sync 冲突不自动 last-write-wins；必须可重放、可人工合并。
REQ-14.4-2dfaee55-1ecae02d7f859946,14.4,1ecae02d7f8599464c332365f0957013ee34def554131ee83db1a78dd89f9083,MUST,WP-12,performance/reliability gates in WP-12,acceptance/reference-hardware.md; docs/process/test-strategy.md,acceptance,NA,14.4 跨平台,产品架构必须支持 macOS、Linux、Windows；完整交付的正式矩阵需在实施 ADR 中锁定具体版本。
REQ-16-a11aa864-6a451d02af76a4e6,16,6a451d02af76a4e67389ee59f0fae1438ab59bd95eb533ed7e720913b18ddc49,MUST-NOT,WP-01,docs-structure; WP coverage,docs/process/implementation-plan.md,product-core,NA,16. 完整交付工作包,任何工作包都不能作为“产品已完成”的单独发布判定。
REQ-16-cabd4c19-9ee9b4c946f4b5b4,16,9ee9b4c946f4b5b4a63be059a1218f2e3854fc048504fe935a19a79dd095bd03,MUST-NOT,WP-01,docs-structure; WP coverage,docs/process/implementation-plan.md,product-core,NA,WP-01 契约、Fixture 与威胁模型,对 APM、Agentpack、agentsync、Scopeon、ctxray、ContextSpy 逐项冻结为 `CLI`、`stable API`、`file import` 或 `borrow only`，并定义外部项目不可用时的降级：只读展示/导出 plan/Unknown，不能悄悄启用自建替代实现。
REQ-16-cabd4c19-6c8d22bd01a6dd1b,16,6c8d22bd01a6dd1bd2831c045a0d0d4d4ee28c1c933929212e1d837b72013aa2,MUST,WP-01,docs-structure; WP coverage,docs/process/implementation-plan.md,product-core,NA,WP-01 契约、Fixture 与威胁模型,§17.0 的全部 acceptance artifact 必须已生成、固定 digest，并由未参与编写的 reviewer 逐项核对；
REQ-16-cabd4c19-7e3d9c16e41fdf75,16,7e3d9c16e41fdf75bbd13b8f3d783ae7a30383fcf08600121efc6cc5917f581a,MUST-NOT,WP-01,docs-structure; WP coverage,docs/process/implementation-plan.md,product-core,NA,WP-01 契约、Fixture 与威胁模型,在该 gate 通过前不得开始 WP-02。
REQ-16-3fb919ad-334cbc54043cec5d,16,334cbc54043cec5d20745e5c0dc9a0f456edd9f251ce1333cf64f3aa918699a6,MUST-NOT,WP-06,docs-structure; WP coverage,docs/process/implementation-plan.md,product-core,NA,WP-06 Intent、Projection、Apply 与 Rollback,逐 cell 使用 WP-01 冻结的唯一 authority 与 File/Git transaction executor 执行 projection、mutation、snapshot 和 rollback；§F-09 的 required-write cell 不允许退化为导出，observe/export cell 无合格 executor 时才只导出 intent/plan。
REQ-16-3fb919ad-37e7667a0618ab60,16,37e7667a0618ab60af07f8b1996a6809bc77e8e74a6bdf1ba8659a6b3e0aaf86,MUST-NOT,WP-06,docs-structure; WP coverage,docs/process/implementation-plan.md,product-core,NA,WP-06 Intent、Projection、Apply 与 Rollback,对 executor argv/env/stdin/stdout/stderr/temp/backup/snapshot/local Git/crash artifact 运行 secret gate；不合格 executor 禁止 secret-bearing transaction。
REQ-16-3fb919ad-09a9ab465cdca6c4,16,09a9ab465cdca6c4e5049fe1b16edfc82052c34127451484bac69f12b69df6f7,MUST-NOT,WP-06,semantic-team-validation; scripts/check_semantic_team.py,acceptance/semantic-team-contract.yaml; docs/architecture/semantic-alignment-and-team-standard.md; scripts/check_semantic_team.py,product-core,NA,WP-06 Intent、Projection、Apply 与 Rollback,实现 harness-native projection outcomes、overlay/loss/drift 报告与 round-trip digest binding；不得把 byte/hash 相等当作语义等价。
REQ-16-3fb919ad-091179f6a7be76dc,16,091179f6a7be76dc212c5f66efc2214f4e3db42e988e1e1fc870307fedc9e695,MUST-NOT,WP-06,docs-structure; WP coverage,docs/process/implementation-plan.md,product-core,NA,WP-06 Intent、Projection、Apply 与 Rollback,不得用一条“代表路径”代替矩阵全量执行；
REQ-16-4c0fdddd-2bb36de74ddfd6a8,16,2bb36de74ddfd6a8df7cf23f536df6c5d6bec6de466753f037edfdbb312052bc,MUST,WP-07,semantic-team-validation; scripts/check_semantic_team.py,acceptance/semantic-team-contract.yaml; docs/architecture/semantic-alignment-and-team-standard.md; scripts/check_semantic_team.py,product-core,NA,WP-07 加密多设备同步,实现可移植签名 `TeamContextStandard` 的 git/file local-first 分发；加密云只作可选传输。支持 pin/adopt/update/leave/rollback/revoke，rollback 必须保留无关个人文件。
REQ-16-4c0fdddd-e9d2d9d7ee21d6ed,16,e9d2d9d7ee21d6edfef05756d8bf30e153e39227c8ba1aad9b474648bf55034e,MUST-NOT,WP-07,docs-structure; WP coverage,docs/process/implementation-plan.md,product-core,NA,WP-07 加密多设备同步,验收：远端无解密密钥不能读取正文；
REQ-16-1325b41b-2801e1b31dd731ca,16,2801e1b31dd731cad36ebc4d54ee75d3f930f3f5a229974586c55c21a247eaf3,MUST-NOT,WP-08,docs-structure; WP coverage,docs/process/implementation-plan.md,product-core,NA,WP-08 生态资产管理与供应链安全,无许可证内容不能复制进核心；
REQ-17.0-5f3d0d55-27f4ac9a248218ba,17.0,27f4ac9a248218baf4736487f77c477ba2c38264e28c87473c980c9327e6be5d,MUST-AND-MUST-NOT,WP-01;WP-12,docs-structure; acceptance-validation; traceability-validation; corpus-validation,acceptance/,acceptance,NA,17.0 冻结的 Acceptance Surface,WP-01 必须生成并评审以下机器可读基线，后续工作包不得用文字自行放宽：
REQ-17.0-5f3d0d55-16570b69b3aed635,17.0,16570b69b3aed635660af06d72d6836ae6a7e06c05d31d05618d50fee9be9036,MUST-NOT,WP-01;WP-12,docs-structure; acceptance-validation; traceability-validation; corpus-validation,acceptance/,acceptance,NA,17.0 冻结的 Acceptance Surface,`acceptance/projection-matrix.yaml`：不得低于 §F-09 明列的 harness × asset kind × scope required-write 下限；逐 cell 固定唯一 authority/version、native target、loss contract、preview/apply/rollback/post-Receipt gate。`export-only` 不能填入 required-write cell。
REQ-17.0-5f3d0d55-4e7ba33ac055d075,17.0,4e7ba33ac055d075a2f37711d436418afb7fca8985320677bb309ad583164fa0,MUST-AND-MUST-NOT,WP-01;WP-12,docs-structure; acceptance-validation; traceability-validation; corpus-validation,acceptance/,acceptance,NA,17.0 冻结的 Acceptance Surface,`acceptance/traceability.csv`：覆盖本文全部规范性语句，而不只 F-01–F-18。每行含 stable requirement id、章节、原文 digest、MUST/不得类型、WP、test/gate、artifact、owner；由 lint 提取“必须/不得/不能/禁止/只有……才”等词并验证零未追踪条目。§17.6 表只作高层摘要。
REQ-17.0-5f3d0d55-6931f690b63b661e,17.0,6931f690b63b661e08a76fccfc91d8be8c93de5c6f1c57ca94e1127af6b6d1da,MUST-NOT,WP-01;WP-12,docs-structure; acceptance-validation; traceability-validation; corpus-validation,acceptance/,acceptance,NA,17.0 冻结的 Acceptance Surface,不得把它算成第 19 个 feature 或第 13 个工作包。
REQ-17.0-5f3d0d55-3301caa377020535,17.0,3301caa377020535f1c542ba2404435a00124af18fdd70dc76604efda45a844f,MUST-AND-MUST-NOT,WP-01;WP-12,docs-structure; acceptance-validation; traceability-validation; corpus-validation,acceptance/,acceptance,NA,17.0 冻结的 Acceptance Surface,升级 required matrix 必须提交显式 acceptance-contract revision，重新跑受影响 gate，不能由 code freeze 日期隐式改变。
REQ-17.0-5f3d0d55-0f90ef1272175395,17.0,0f90ef12721753958f2d3cdc52aecee4b656561b3d590ea140b3305e0c633f13,ONLY-IF,WP-01;WP-12,docs-structure; acceptance-validation; traceability-validation; corpus-validation,acceptance/,acceptance,NA,17.0 冻结的 Acceptance Surface,required local expansion versions：OpenCode `1.18.21`、Kimi Code `0.40.1`、ZCode `3.10.2`、Qwen Code `0.18.0`、Goose `1.37.0`、Gemini CLI `0.55.1`、GitHub Copilot CLI `1.0.82`、Kiro CLI `2.9.0`。每个 coordinate 至少进入 `required-static` 与 `required-unknown-honesty`；只有 adapter manifest 声明且 oracle fixture 可重复的 capability 才进入 `required-native-observed`。
REQ-17.0-5f3d0d55-0dc4c52892d826e1,17.0,0dc4c52892d826e1cfba67ccefa92156458926986c9674de0365836b5755022f,MUST-AND-MUST-NOT,WP-01;WP-12,docs-structure; acceptance-validation; traceability-validation; corpus-validation,acceptance/,acceptance,NA,17.0 冻结的 Acceptance Surface,DeepSeek Harness、Coze、Cline、Aider、OpenHands、Windsurf 在本机 live lane 为 `not-installed` 或 `connector-required`；WP-01 必须按 cutoff 前官方 release 固定 hermetic fixture/version coordinate，不能虚构本机验证。DeepSeek 的 `~/.dsh` 配置残留与 Coze recent-item 痕迹不能改变该结论。
REQ-17.0-5f3d0d55-99e8f469b0330f48,17.0,99e8f469b0330f48380a95d9af5fa93357db3ce02c557a10798feb4aa523497a,MUST-NOT,WP-01;WP-12,docs-structure; acceptance-validation; traceability-validation; corpus-validation,acceptance/,acceptance,NA,17.0 冻结的 Acceptance Surface,截止时间后的当前版本只进入 non-blocking `smoke/unknown-honesty` lane，不改变完成目标，也不能建立权威 baseline。
REQ-17.0-5f3d0d55-fdcc846616e9371d,17.0,fdcc846616e9371dfc87d6370ee9542b32ebffd808700b80abfaf0b4d2c611ca,MUST-NOT,WP-01;WP-12,docs-structure; acceptance-validation; traceability-validation; corpus-validation,acceptance/,acceptance,NA,17.0 冻结的 Acceptance Surface,surfaces：除四个 anchor surface 外，扩展 family 按 §11 表分别冻结 CLI/IDE/Desktop/SDK/ACP/cloud 中实际纳入的 coordinate。静态 Expected 和原生 Observed 的覆盖分别声明；没有官方 observed surface 时进入 `required-unknown-honesty`，不能从验收分母消失。
REQ-17.0-5f3d0d55-83df51c595ebf13c,17.0,83df51c595ebf13c1f560bf9466402e7160813b37f6c65c0f91814f8c9a66ab3,MUST,WP-01;WP-12,docs-structure; acceptance-validation; traceability-validation; corpus-validation,acceptance/,acceptance,NA,17.0 冻结的 Acceptance Surface,安全关键 fixture 不计入上述最低数且必须另列。
REQ-17.0-5f3d0d55-afc157ed6b6d16c8,17.0,afc157ed6b6d16c81d7026554b238c7658dbeeaeeeec7eda27eea78718ff44c4,MUST-NOT,WP-01;WP-12,docs-structure; acceptance-validation; traceability-validation; corpus-validation,acceptance/,acceptance,NA,17.0 冻结的 Acceptance Surface,实现开始后不能用修改 acceptance 答案消除失败。
REQ-17.0-5f3d0d55-499edcfb587258d6,17.0,499edcfb587258d6033d25cff53e2f41ccc55b3a0245f8ed9290a0804f1e0140,MUST,WP-01;WP-12,docs-structure; acceptance-validation; traceability-validation; corpus-validation,acceptance/,acceptance,NA,17.0 冻结的 Acceptance Surface,确需修订时必须新建 contract revision、说明原因并重跑全部受影响 gate。
REQ-17.1-8028af9f-fa07e9ddfe2ae8bf,17.1,fa07e9ddfe2ae8bfcf523ddcd168f1846f91c72a6b4a477c7b072f5ac93ad2f5,MUST-AND-MUST-NOT,WP-01;WP-12,docs-structure; acceptance-validation; traceability-validation; corpus-validation,acceptance/,acceptance,NA,17.1 真实性门禁,`item discovery F1 = 2PR/(P+R)`，其中预测和 golden 都按 stable item id + revision 计算；每个 required coordinate 必须 ≥0.95，任一 activation/cap/override 类别不得低于 0.90。
REQ-17.1-8028af9f-280db6a2f38415ec,17.1,280db6a2f38415ec5d027364ba35f1a0f2ee3fab71ea0ed7a9d68af7a89448ed,MUST,WP-01;WP-12,docs-structure; acceptance-validation; traceability-validation; corpus-validation,acceptance/,acceptance,NA,17.1 真实性门禁,`claim tuple accuracy = 正确的 lifecycle_stage + truth_state + resolution cause / 全部 golden claim tuple`，每个 required coordinate 必须 ≥0.95。
REQ-17.1-8028af9f-49c70a93bd60abf3,17.1,49c70a93bd60abf3dae95171c56a904a1b9286cc56b009803c5ab4e5e2502ccc,MUST-NOT,WP-01;WP-12,docs-structure; acceptance-validation; traceability-validation; corpus-validation,acceptance/,acceptance,NA,17.1 真实性门禁,分母只排除 `not-applicable`。只有 golden 本身为 Unknown 时，预测 Unknown 才算正确；工具不暴露的 surface 进入独立 unknown-honesty corpus，不得从产品完整性中消失。
REQ-17.1-8028af9f-946eebdf4a54aae7,17.1,946eebdf4a54aae72ad7b173a5ec94ec4923d12e66e731e0694fc2ffae49a8a7,MUST-AND-MUST-NOT,WP-01;WP-12,docs-structure; acceptance-validation; traceability-validation; corpus-validation,acceptance/,acceptance,NA,17.1 真实性门禁,truncation、secret redaction、path containment、未知版本和 partial coverage 分类必须 100% 通过，不允许用总体 95% 掩盖。
REQ-17.1-8028af9f-a13c6e1e24d9d176,17.1,a13c6e1e24d9d1766a9c125960ffdf0245bff80f866dfef73603857190c2ce78,MUST,WP-01;WP-12,docs-structure; acceptance-validation; traceability-validation; corpus-validation,acceptance/,acceptance,NA,17.1 真实性门禁,`doctor-corpus.json` 至少 250 个标注 case（至少 125 clean、125 reachable issue，且每个可阻断规则不少于 20 个正负例）。全部 deterministic Doctor 规则在声明 grammar 内 precision ≥0.98、recall ≥0.95；任何能触发 CI exit `2` 的规则在该 corpus 上必须 precision = 1.00。达不到的规则只能 non-blocking warning，并显示误差说明。
REQ-17.1-8028af9f-62667fa42c1f0ef3,17.1,62667fa42c1f0ef3e003afa291ade861dfaa3528055ec4b9fcc355113789a194,MUST,WP-01;WP-12,docs-structure; acceptance-validation; traceability-validation; corpus-validation,acceptance/,acceptance,NA,17.1 真实性门禁,identity corpus 必须覆盖 managed/unmanaged、rename/copy/fork、inode 变化、跨设备、key rotation 和低熵敏感内容；只有合同允许的场景自动沿用 identity，其余产生 candidate/unknown。
REQ-17.1-8028af9f-f25aa458713586af,17.1,f25aa458713586af0072f06b4b6a78a80e21a1ec4da915990da8b51b0fbd2baf,MUST-NOT,WP-01;WP-12,docs-structure; acceptance-validation; traceability-validation; corpus-validation,acceptance/,acceptance,NA,17.1 真实性门禁,context capability matrix 的每个 `required-supported` 单元都有正负 golden；每个 `required-unknown-honesty` 单元证明 UI/Receipt/Gate 显示 Unknown；任何 taxonomy 类别都不能无状态缺席。
REQ-17.1-8028af9f-3a684f8b6a7a0ea4,17.1,3a684f8b6a7a0ea46e980806c3ee5d75ec67fe5d8bafd34abdd672cfadbbf2f7,MUST,WP-01;WP-12,docs-structure; acceptance-validation; traceability-validation; corpus-validation,acceptance/,acceptance,NA,17.1 真实性门禁,development、sealed conformance、live native-oracle 三套结果必须分别过线；sealed 答案在 release candidate 冻结前不可供实现者读取。security-critical、secret、path containment、Unknown 假绿和 CI exit `2` fixture 为零容错。
REQ-17.1-8028af9f-d8b8c96d8ecd2052,17.1,d8b8c96d8ecd2052cdcc29feeef80cbe8fcdf1dc242ac9b95aa95cad62787f87,MUST-NOT,WP-01;WP-12,docs-structure; acceptance-validation; traceability-validation; corpus-validation,acceptance/,acceptance,NA,17.1 真实性门禁,任一不可见项都不能显示成 absent、0 token 或已对齐。
REQ-17.1-8028af9f-8e386c57204c0e39,17.1,8e386c57204c0e39a53d0df70b74275ca89dbf01885249de44056014d944953d,MUST-AND-MUST-NOT,WP-01;WP-12,docs-structure; acceptance-validation; traceability-validation; corpus-validation,acceptance/,acceptance,NA,17.1 真实性门禁,semantic reconciliation fixture 必须覆盖四个状态、每个 required projection cell、policy deny/indeterminate、native oracle 缺失、unapproved loss 与 transaction digest mismatch；`structural-only/indeterminate` 不能被 UI、CLI 或 CI 展示为 verified。
REQ-17.1-8028af9f-5557d2fd70c715f0,17.1,5557d2fd70c715f0faad2e2c203c3823be3532b206cc46b9e814f53cce81c718,MUST-AND-MUST-NOT,WP-01;WP-12,docs-structure; acceptance-validation; traceability-validation; corpus-validation,acceptance/,acceptance,NA,17.1 真实性门禁,Receipt equivalence fixture 必须覆盖允许的 device/path/signature 差异和不可忽略的 intent/scope/loss/policy/claim 差异；每设备 keyed digest 不可比较时不得假等价。
REQ-17.2-70722eeb-0f3c3f36c5569a44,17.2,0f3c3f36c5569a4445649f49b2094a464e72ba78d374d91dcdfa0963483e7400,MUST-NOT,WP-01;WP-12,docs-structure; acceptance-validation; traceability-validation; corpus-validation,acceptance/,acceptance,NA,17.2 内部全功能可用性门禁,不得由作者口头提示。
REQ-17.2-70722eeb-fda2d31a778e0bd4,17.2,fda2d31a778e0bd4849476b484f46c7297cc107ebe5873cd2e4f640184c19120,MUST,WP-01;WP-12,docs-structure; acceptance-validation; traceability-validation; corpus-validation,acceptance/,acceptance,NA,17.2 内部全功能可用性门禁,每项至少 7/8 成功，时间从打开指定项目起算，答案必须点击到 evidence 才算正确：
REQ-17.2.1-193a3bd5-d54b20a9ed41e7a3,17.2.1,d54b20a9ed41e7a3e580ccf1fe0a9d08ac56079516214183fc5b6abdaf86af18,MUST-NOT,WP-01;WP-12,docs-structure; acceptance-validation; traceability-validation; corpus-validation,acceptance/,acceptance,NA,17.2.1 Cadence-specific E2E 与 Soak,历史洞察：导入带标注的 50-session corpus，未导入和不可观察 surface 不得被归为“从未使用”；删除后派生结果失效。
